date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:53:59	59565/59565	---MCZ	200	added ('OK')	text/html	etag:W/%229037a8187b90c8807f18f48bbd8a7d65%22	https://maha-cv-resume-bootstrap.vercel.app/home-one.html	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/home-one.html	(from )
01:53:59	1490/1490	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Sep%202024%2000:53:59%20GMT	https://maha-cv-resume-bootstrap.vercel.app/robots.txt		(from )
01:54:00	1150/1150	---MCZ	200	added ('OK')	image/vnd.microsoft.icon	etag:W/%22c014b9153f4f6ee4896933799837a890%22	https://maha-cv-resume-bootstrap.vercel.app/assets/images/favicon.ico	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/images/favicon.ico	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:00	99/99	---M--	200	added ('OK')	image/png	etag:%22d0d0d2c7a66d299a0cad47b67f029d54%22	https://maha-cv-resume-bootstrap.vercel.app/assets/images/apple-icon.png	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/images/apple-icon.png	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:01	86/86	---M--	200	added ('OK')	image/png	etag:%2243d5b275cef1f9f27187343cb5f0403c%22	https://maha-cv-resume-bootstrap.vercel.app/assets/images/apple-icon-72x72.png	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/images/apple-icon-72x72.png	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:01	94/94	---M--	200	added ('OK')	image/png	etag:%2255e02af1544923dad16effdcfcfec073%22	https://maha-cv-resume-bootstrap.vercel.app/assets/images/apple-icon-114x114.png	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/images/apple-icon-114x114.png	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:02	31004/31004	---MCZ	200	added ('OK')	text/css	etag:W/%22a0e784c4ca94c271b0338dfb02055be6%22	https://maha-cv-resume-bootstrap.vercel.app/assets/icons/font-awesome-4.7.0/css/font-awesome.min.css	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/icons/font-awesome-4.7.0/css/font-awesome.min.css	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:02	144877/144877	---MCZ	200	added ('OK')	text/css	etag:W/%22450fc463b8b1a349df717056fbb3e078%22	https://maha-cv-resume-bootstrap.vercel.app/assets/plugins/css/bootstrap.min.css	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/plugins/css/bootstrap.min.css	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:03	43977/43977	---MCZ	200	added ('OK')	text/css	etag:W/%225cd2b7b8d22c567c0023b9ecb7b75e43%22	https://maha-cv-resume-bootstrap.vercel.app/assets/plugins/css/animate.css	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/plugins/css/animate.css	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:03	4614/4614	---MCZ	200	added ('OK')	text/css	etag:W/%22a3e470930aa52408b9ad616041e1b1e1%22	https://maha-cv-resume-bootstrap.vercel.app/assets/plugins/css/owl.css	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/plugins/css/owl.css	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:04	12795/12795	---MCZ	200	added ('OK')	text/css	etag:W/%22a2d42584292f64c5827e8b67b1b38726%22	https://maha-cv-resume-bootstrap.vercel.app/assets/plugins/css/jquery.fancybox.min.css	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/plugins/css/jquery.fancybox.min.css	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:04	84001/84001	---MCZ	200	added ('OK')	text/css	etag:W/%222ba5148c8873bfcd69ab842b787863a0%22	https://maha-cv-resume-bootstrap.vercel.app/assets/css/styles.css	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/css/styles.css	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:05	15903/15903	---MCZ	200	added ('OK')	text/css	etag:W/%225dd2764b6fe4d6eaf4b39073eb869d5b%22	https://maha-cv-resume-bootstrap.vercel.app/assets/css/responsive.css	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/css/responsive.css	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:05	3302/3302	---MCZ	200	added ('OK')	text/css	etag:W/%226483a6ef96ef519fb900ea0867b4b4e9%22	https://maha-cv-resume-bootstrap.vercel.app/assets/css/colors/blue.css	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/css/colors/blue.css	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:06	0/0	---M--	200	added ('OK')	text/css	etag:%22d41d8cd98f00b204e9800998ecf8427e%22	https://maha-cv-resume-bootstrap.vercel.app/assets/css/colors/defauld.css	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/css/colors/defauld.d.delayed	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:06	3303/3303	---MCZ	200	added ('OK')	text/css	etag:W/%2221ea7c2ae950fcb95b3de111dd7b7284%22	https://maha-cv-resume-bootstrap.vercel.app/assets/css/colors/green.css	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/css/colors/green.css	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:07	3311/3311	---MCZ	200	added ('OK')	text/css	etag:W/%22c5a2ec229ede3c6dab89242d43edfa2a%22	https://maha-cv-resume-bootstrap.vercel.app/assets/css/colors/blue-munsell.css	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/css/colors/blue-munsell.css	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:07	3304/3304	---MCZ	200	added ('OK')	text/css	etag:W/%227678899bc5035b68696fbb5e4ab1a2c2%22	https://maha-cv-resume-bootstrap.vercel.app/assets/css/colors/orange.css	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/css/colors/orange.css	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:08	3304/3304	---MCZ	200	added ('OK')	text/css	etag:W/%22fc3b6fb5915d2c3d4dbe044051a70e75%22	https://maha-cv-resume-bootstrap.vercel.app/assets/css/colors/purple.css	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/css/colors/purple.css	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:08	3174/3174	---MCZ	200	added ('OK')	text/css	etag:W/%2230fc29160ae95ff3c1eb7dec1a082212%22	https://maha-cv-resume-bootstrap.vercel.app/assets/css/colors/slate.css	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/css/colors/slate.css	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:09	3245/3245	---MCZ	200	added ('OK')	text/css	etag:W/%2295a6e66b42e23139da6bd0c32827f5e6%22	https://maha-cv-resume-bootstrap.vercel.app/assets/css/colors/yellow.css	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/css/colors/yellow.css	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:09	4043/4043	---M--	200	added ('OK')	image/png	etag:%22cec209a172def7e17b2f2b3cd67ae7c1%22	https://maha-cv-resume-bootstrap.vercel.app/assets/images/fedalon_logo.png	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/images/fedalon_logo.png	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:10	58375/58375	---M--	200	added ('OK')	image/png	etag:%228d821c32f941c682e46a56575d7bdd4d%22	https://maha-cv-resume-bootstrap.vercel.app/assets/images/hero.png	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/images/hero.png	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:10	90677/90677	---M--	200	added ('OK')	image/png	etag:%228d7ae5ac6e934401e57e82f70b996bc1%22	https://maha-cv-resume-bootstrap.vercel.app/assets/images/ab-img.png	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/images/ab-img.png	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:11	18712/18712	---M--	200	added ('OK')	image/jpeg	etag:%228aeafedb9d094492a242d8c624e787d0%22	https://maha-cv-resume-bootstrap.vercel.app/assets/images/portfolio/g1.jpg	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/images/portfolio/g1.jpg	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:11	54206/54206	---M--	200	added ('OK')	image/png	etag:%2218c8b061cb67933b7b83661d43b4a391%22	https://maha-cv-resume-bootstrap.vercel.app/assets/images/portfolio/g2.png	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/images/portfolio/g2.png	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:12	70209/70209	---M--	200	added ('OK')	image/png	etag:%229e702717717ea2280a38b09ce6cfcc9b%22	https://maha-cv-resume-bootstrap.vercel.app/assets/images/portfolio/g3.png	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/images/portfolio/g3.png	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:12	74917/74917	---M--	200	added ('OK')	image/png	etag:%22781d3ff95572a1a4100ce1166937077b%22	https://maha-cv-resume-bootstrap.vercel.app/assets/images/portfolio/g5.png	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/images/portfolio/g5.png	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:13	53729/53729	---M--	200	added ('OK')	image/png	etag:%22da17f9e8877164fcb9d89dbf690412a3%22	https://maha-cv-resume-bootstrap.vercel.app/assets/images/portfolio/g4.png	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/images/portfolio/g4.png	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:13	148586/148586	---M--	200	added ('OK')	image/png	etag:%22d6ed4b6fdf07081885eec1b95b67d5df%22	https://maha-cv-resume-bootstrap.vercel.app/assets/images/portfolio/g6.png	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/images/portfolio/g6.png	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:14	56268/56268	---M--	200	added ('OK')	image/png	etag:%22534e8999314828b64d44926782e116fa%22	https://maha-cv-resume-bootstrap.vercel.app/assets/images/portfolio/g8.png	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/images/portfolio/g8.png	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:14	63524/63524	---M--	200	added ('OK')	image/png	etag:%22d92f27142eed59aaef13c17d8e0b32de%22	https://maha-cv-resume-bootstrap.vercel.app/assets/images/portfolio/g9.png	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/images/portfolio/g9.png	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:14	11197/11197	---M--	200	added ('OK')	image/jpeg	etag:%22add0a385738e50706ad0ff2db1f7fb7e%22	https://maha-cv-resume-bootstrap.vercel.app/assets/images/portfolio/g7.jpg	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/images/portfolio/g7.jpg	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:15	24741/24741	---M--	200	added ('OK')	application/octet-stream	etag:%22c47f27e81f791d82642aeaee7ecf2095%22	https://maha-cv-resume-bootstrap.vercel.app/assets/images/pr-0.jif	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/images/pr-0.jif	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:15	11846/11846	---M--	200	added ('OK')	application/octet-stream	etag:%22d63d10ad4ce5849b1244efa2b647c3cc%22	https://maha-cv-resume-bootstrap.vercel.app/assets/images/pr-1.jif	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/images/pr-1.jif	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:16	36496/36496	---M--	200	added ('OK')	image/png	etag:%22f3e9e2b293c9786b68e6dbed752eaf3d%22	https://maha-cv-resume-bootstrap.vercel.app/assets/images/b-3.png	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/images/b-3.png	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:17	28240/28240	---MCZ	200	added ('OK')	text/html	etag:W/%22b52ef0797be5d49b06ae9252bc48e4b2%22	https://maha-cv-resume-bootstrap.vercel.app/blog-single.html	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/blog-single.html	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:17	44387/44387	---M--	200	added ('OK')	image/png	etag:%22cfe02a1c15f6cb89c04deac5a33bff7a%22	https://maha-cv-resume-bootstrap.vercel.app/assets/images/b-2.png	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/images/b-2.png	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:18	81213/81213	---M--	200	added ('OK')	image/png	etag:%22d16d5abae7de7079b1b97773725e5e7f%22	https://maha-cv-resume-bootstrap.vercel.app/assets/images/b-1.png	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/images/b-1.png	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:18	7911/7911	---M--	200	added ('OK')	image/png	etag:%22c6243f41658708d009204a2ff01bce12%22	https://maha-cv-resume-bootstrap.vercel.app/assets/images/c-1.png	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/images/c-1.png	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
